kind	string	address	disc	in_tw04
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801F9E50	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA018	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA0B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA180	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA230	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA304	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/GameMode/LadderedMode.c	801FA394	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA3E4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA4D8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA5A8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FA644	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA6A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA730	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA7C0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/GameMode/PGATourMode.c	801FA850	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FA8A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%%.%df	801FA95C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	yes
message	ERROR!!!	801FA980	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/GameMode/PGATourSimulation.c	801FABA4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FABE8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/GameMode/PlayNowMode.c	801FAC78	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FACB8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FAD68	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/GameMode/RealtimeMode.c	801FADF8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FAE50	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FAF00	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FAFB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FB04C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB080	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FB11C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB170	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FB20C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB250	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FB2EC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB320	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FB3BC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB410	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB4A8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB560	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB604	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB6A8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB760	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Filecom/parse.cpp	801FB874	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FB8D4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_COLONIAL	801FB980	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_PEBBLE	801FB990	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_SAINTANDREWS	801FB9A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_JAPAN	801FB9C4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_GREECE	801FB9D4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_CARRIBBEAN	801FB9E4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_COEUR	801FB9F8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_SHERWOOD	801FBA08	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_HARBOUR	801FBA18	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_FANCOURT	801FBA28	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_TURNBERRY	801FBA38	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_TROON	801FBA4C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
name	COURSE_EDGEWOOD	801FBA5C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FBA6C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FBB0C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FBBB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FBCF8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FBDAC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FBE60	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FBEFC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoBreakLine.c	801FBF2C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	:c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoCamera.c	801FC1FF	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FC290	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FC32C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoDynObj.c	801FC394	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoFrameBuf.c	801FC568	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FC5B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoGrass.c	801FC6A0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FC820	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoGreenGrid.c	801FC8BC	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FC990	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FCA2C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoLighting.c	801FCAC8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FCB78	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FCC18	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FCDB0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoPostFx.c	801FCE40	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FCF60	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FCFF0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoTerrain.c	801FD08C	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	viewing surface id %d	801FD174	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	WARNING: Ter_ComputeLODBinCounts: DIVIDE BY ZERO OCCURING	801FD1D4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FD418	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoTerrainCollision.c	801FD4C4	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FD708	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoTerrainTexComp.cpp	801FD798	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
message	%sdata\%s\course.fxg	801FD824	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FD900	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FD9B8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/GoViewport.c	801FDA54	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Hi-Rendering/Gc/GoRenderCtx_Gc.c	801FDAA0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FDB34	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/SFX/Headers/SFX_GameInterface.h	801FDBD0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/GoRenderSurface.c	801FDC00	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/Hardware/hwsBurn.c	801FDC44	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/Hardware/Ngc/hwsMaterial_Gc.c	801FDC90	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/Hardware/Ngc/hwsOverride_Gc.c	801FDD08	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FDD60	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	c:/dev/Golf_2005/Tigercode/Code/Golf/Lo-Rendering/Shader/Hardware/Ngc/hwsRender_Gc.c	801FDDF0	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FDE68	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FDEE8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FDF68	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
path	../../../Golf/Lo-Rendering/Shader/ShaderObject/ShaderObjectCommon/Gc/Headers/GoShaderObjectCommon_DynamicRenderingBuffer_Gc.h	801FDFE8	Tiger Woods PGA Tour 2005 (USA) (Disc 1)	no
